epoch,accuracy,phi
152,0.8426666666666667,3.5608148008695366
153,0.8693333333333333,3.7918804741870247
154,0.8753333333333333,4.2995514126275864
155,0.911,3.6735613943132464
156,0.934,4.236991575848876
157,0.9236666666666666,3.8186562431996762
158,0.9256666666666666,3.553789473453186
159,0.9616666666666667,3.8616220404442956
160,0.97,3.844317892541021
161,0.9856666666666667,3.549801032029521
162,0.9766666666666667,3.7786360547150792
163,0.9896666666666667,3.747825330711322
164,0.989,3.483678321627231
165,0.9923333333333333,3.544846917996672
166,0.98,3.9469441365482894
167,0.989,3.3814374893211365
168,0.991,3.6141146285064423
169,0.9906666666666667,3.441878596993554
170,0.9873333333333333,4.0958190308625575
171,0.809,4.078898703918846
172,0.5846666666666667,4.331822153172006
173,0.783,4.075370194117639
174,0.879,3.201117243473952
175,0.7266666666666667,3.4561236250603784
176,0.8686666666666667,3.599010764370277
177,0.9136666666666666,3.0097880766797616
178,0.9353333333333333,2.980832535990004
179,0.7126666666666667,3.121566544451653
180,0.7596666666666667,3.168179625242992
181,0.7736666666666666,2.912114618688399
182,0.7813333333333333,2.8269034061105174
183,0.8023333333333333,2.86119488185512
184,0.743,2.5036154397935917
185,0.5643333333333334,2.7900567119434
186,0.7776666666666666,3.6100956603470493
187,0.8633333333333333,3.533327874986007
188,0.8923333333333333,2.970543676799039
189,0.5836666666666667,2.4304160367431606
190,0.555,3.0602527541259406
191,0.5726666666666667,2.944625085902331
192,0.6096666666666667,3.5669768516978664
193,0.6286666666666667,3.574416161607857
194,0.663,2.992091317654129
195,0.687,3.066578200858288
196,0.728,2.9152056502828856
197,0.7596666666666667,2.3555936936971733
198,0.7833333333333333,2.4554592922792438
199,0.7543333333333333,2.820571676379437
200,0.805,2.3883113379623637
201,0.8143333333333334,2.569231352425909
202,0.806,2.7335580438971476
203,0.8246666666666667,2.9783394031056503
204,0.857,2.395896756828151
205,0.8553333333333333,2.3934883141962544
206,0.8426666666666667,3.228718070304353
207,0.8563333333333333,3.0518842061943445
208,0.8923333333333333,2.9564012555009356
209,0.8953333333333333,2.9669179566573476
210,0.875,3.197671664264753
211,0.9146666666666666,2.917561672779968
212,0.9156666666666666,2.421019686455729
213,0.9293333333333333,2.205766603515606
214,0.9213333333333333,3.2653831702955287
215,0.932,2.432562816832963
216,0.9166666666666666,3.047155147308324
217,0.926,2.401080686877222
218,0.9196666666666666,2.4852549799194676
219,0.9396666666666667,2.0212848913009793
220,0.9416666666666667,2.033874383877894
221,0.935,2.661057393191655
222,0.952,2.322080267134467
223,0.9523333333333334,2.705428980120196
224,0.9543333333333334,2.1894676768658314
225,0.96,2.3942811537220763
226,0.965,2.1195800855097815
227,0.959,2.6048291288956023
228,0.9753333333333334,2.003259400118516
229,0.9836666666666667,2.0911972723498167
230,0.67,1.975908717602401
231,0.6546666666666666,2.890269797338206
232,0.796,2.3172647229078436
233,0.823,2.880142496169121
234,0.8443333333333334,3.0471165655655525
235,0.855,2.9224604066117763
236,0.842,2.9241530017934636
237,0.8626666666666667,2.6694350462913405
238,0.8733333333333333,2.8481621853856467
239,0.868,2.1844314617112204
240,0.8643333333333333,2.433994578634234
241,0.8856666666666667,2.231146894054021
242,0.88,2.772712420238001
243,0.882,2.745665257726664
244,0.883,2.276365913991256
245,0.9013333333333333,2.11963228184441
246,0.866,2.362439793024926
247,0.8533333333333334,1.9050619479397568
248,0.869,3.5295280647601004
249,0.8803333333333333,2.2447478640370164
250,0.882,2.772954791870454
251,0.9116666666666666,2.592108790226817
252,0.896,2.7096187829549834
253,0.9023333333333333,4.587828008520532
254,0.7156666666666667,2.4494431488722057
255,0.9133333333333333,3.163247399552418
256,0.9596666666666667,2.4515870819951715
257,0.9903333333333333,1.2860709865355489
258,0.989,2.4894022293268847
259,0.8086666666666666,1.3817055960170563
260,0.9963333333333333,1.2123429513119106
261,0.995,1.2951803361943064
262,0.9973333333333333,1.886505941212576
263,0.9976666666666667,1.7558812583134085
264,0.9996666666666667,1.8216903153179658
265,0.9963333333333333,1.7871880061232872
266,0.9963333333333333,1.9050022883668873
267,0.9996666666666667,2.1604227770267244
268,0.9986666666666667,1.9975874790648902
269,0.999,1.9944653034840343
270,0.9953333333333333,1.8944975030390623
271,0.9976666666666667,1.9910086670162315
272,1.0,1.7505818810573288
273,0.9993333333333333,2.2160496775059215
274,1.0,2.267891269159591
275,0.999,1.862033387278899
276,1.0,1.9187230397953385
277,1.0,2.274391026932591
278,0.9983333333333333,2.344359575698533
279,0.998,1.9995357670451739
280,1.0,2.1810090555194677
281,0.9973333333333333,2.5094940583977774
282,1.0,3.3771516006820548
283,1.0,2.865896361476814
284,1.0,3.323915263851518
285,1.0,2.729104066121721
286,1.0,2.7048794675095564
287,1.0,3.0048988288546497
288,0.9993333333333333,2.507760536051677
289,1.0,2.3519854532853373
290,0.955,2.205627302883613
291,0.9756666666666667,2.0706089838921002
292,0.9996666666666667,1.9733178227879478
293,1.0,1.947611533257188
294,0.9993333333333333,1.8785483086603705
295,1.0,1.9002045568913815
296,0.9993333333333333,1.8932104563958347
297,1.0,1.8703386309666001
298,1.0,2.016728542724138
299,0.999,1.9998871837732821
300,1.0,1.98036516519565
