epoch,accuracy,phi
1,0.49133333333333334,0.0
2,0.508,0.0
3,0.508,0.0
4,0.508,0.0
5,0.508,0.0
6,0.508,0.0
7,0.508,0.0
8,0.5096666666666667,0.0
9,0.508,0.0
10,0.508,0.0
11,0.5033333333333333,0.0
12,0.508,0.0
13,0.508,0.0
14,0.508,0.0
15,0.508,0.0
16,0.508,0.0
17,0.508,0.0
18,0.508,0.0
19,0.508,0.0
20,0.501,0.0
21,0.508,0.0
22,0.508,0.0
23,0.508,0.0
24,0.508,0.0
25,0.508,0.06713016769874969
26,0.49266666666666664,0.12043779293070855
27,0.508,0.13018811909816463
28,0.508,0.09339255429274829
29,0.508,0.11162951544213229
30,0.508,0.10036585714633617
31,0.508,0.0727106479078401
32,0.508,0.10901256573004758
33,0.508,0.17766665632915135
34,0.508,0.26840895693169387
35,0.508,0.21408149573801438
36,0.508,0.1765583939213613
37,0.508,0.1317801381794652
38,0.508,0.1264186035301762
39,0.508,0.051104233890043815
40,0.508,0.021353371026819445
41,0.508,0.07727217966754552
42,0.508,0.0005154147123747066
43,0.508,0.038428143587665886
44,0.502,0.06408508329992202
45,0.508,0.2560650471160315
46,0.508,0.2421226696765686
47,0.504,0.4440601327203737
48,0.49833333333333335,0.6208984334466621
49,0.511,0.5053610614760871
50,0.51,0.4640407737511367
51,0.529,0.7439303595478108
52,0.513,0.3080560437114741
53,0.497,1.135497583307341
54,0.5086666666666667,1.7729907636327482
55,0.5236666666666666,1.8625102296539495
56,0.5026666666666667,1.9200639618748099
57,0.521,1.9639539509480102
58,0.522,2.0179478759501492
59,0.5176666666666667,2.0398240988635905
60,0.5093333333333333,1.7681514742597173
61,0.5116666666666667,1.5169036440073569
62,0.5116666666666667,1.5486303607985334
63,0.5173333333333333,1.8809268253800084
64,0.462,6.450483742583401
65,0.5333333333333333,1.696767136464942
66,0.513,1.8830128179023617
67,0.51,2.131229089792633
68,0.5096666666666667,2.531458599592824
69,0.48966666666666664,2.5473402818808992
70,0.528,3.701239607077433
71,0.5376666666666666,3.68243034462661
72,0.511,4.469228017203228
73,0.514,5.926156762996428
74,0.5543333333333333,4.6530155708255805
75,0.5,4.951390844623134
76,0.48533333333333334,5.498911855275857
77,0.602,4.898732018355915
78,0.526,5.157186276687327
79,0.6483333333333333,4.7034483842777774
80,0.6906666666666667,4.878900540755609
81,0.6766666666666666,5.133902792326552
82,0.727,4.626404561454471
83,0.739,4.764480655359499
84,0.639,4.921053861434181
85,0.671,4.859740507434495
86,0.709,4.68348463944384
87,0.75,4.151616242325964
88,0.7086666666666667,4.154767534740024
89,0.7243333333333334,3.8841824205754563
90,0.7853333333333333,3.703742681272651
91,0.7783333333333333,3.297591431002651
92,0.7533333333333333,3.0978116814874426
93,0.8773333333333333,2.4842906007545977
94,0.8746666666666667,2.765727845562459
95,0.7423333333333333,2.6539824253820044
96,0.5373333333333333,3.819639323747431
97,0.6406666666666667,3.4190013122909164
98,0.7166666666666667,3.2648601257206735
99,0.7116666666666667,3.2338272040467544
100,0.656,3.234306745138234
101,0.72,3.7269725168603003
102,0.8193333333333334,3.3104429823133614
103,0.7353333333333333,3.8079316587487284
104,0.872,3.447165156798931
105,0.5673333333333334,3.5123928648274685
106,0.667,3.7831822521389995
107,0.74,3.406735045118708
108,0.7873333333333333,2.6808697021739434
109,0.814,2.4843016318720714
110,0.8566666666666667,2.581973395095936
111,0.8876666666666667,2.6220253288380064
112,0.7816666666666666,2.4495833082313823
113,0.8306666666666667,2.7409102317451897
114,0.928,2.1989549182756605
115,0.9333333333333333,2.411202684061699
116,0.9713333333333334,2.192935986332664
117,0.9736666666666667,2.399764942899928
118,0.9696666666666667,2.1628658792771276
119,0.9813333333333333,2.870856924923636
120,0.985,2.2580885634670977
121,0.9806666666666667,2.158286044521013
122,0.985,2.3884840913306817
123,0.977,1.800420091817145
124,0.991,2.0356860446124045
125,0.992,3.0872312594773774
126,0.9886666666666667,2.51682796543799
127,0.9803333333333333,2.649911732787011
128,0.9883333333333333,2.5887975758604895
129,0.9823333333333333,2.5108163784798734
130,0.9856666666666667,2.300798300894357
131,0.989,2.49661191186496
132,0.9946666666666667,2.4206502667393863
133,0.988,2.7782548105118323
134,0.987,2.063540919547698
135,0.9863333333333333,2.400753892733846
136,0.9963333333333333,2.1764837926035767
137,0.9933333333333333,2.221109933964044
138,0.996,1.8818856589942712
139,0.9913333333333333,2.3877817424764984
140,0.9896666666666667,1.911220951255963
141,0.9956666666666667,2.2470352651460246
142,0.9933333333333333,2.1163992786433994
143,0.9943333333333333,2.372895804623411
144,0.9946666666666667,2.3003114888908556
145,0.994,2.092232603774434
146,0.513,3.6249121751768882
147,0.5513333333333333,4.270549537202527
148,0.5566666666666666,5.221521492128531
149,0.6536666666666666,4.762202115063985
150,0.6786666666666666,5.005879506663916
151,0.7503333333333333,4.370189439418311
