epoch,accuracy,phi
1,0.5373333333333333,5.589138207971445
2,0.5286666666666666,3.8566186788787604
3,0.5416666666666666,4.30250656464446
4,0.55,6.0752354436552025
5,0.601,5.361860689039602
6,0.5506666666666666,6.160718036774725
7,0.54,5.133308102101978
8,0.585,6.224112744125719
9,0.538,6.88075037854999
10,0.528,10.197581597491691
11,0.5696666666666667,9.117870568751428
12,0.5183333333333333,10.819878746845774
13,0.537,9.934785472057612
14,0.5953333333333334,11.646186207605481
15,0.595,11.8116827595737
16,0.529,9.628546200923907
17,0.5723333333333334,11.014054596067453
18,0.6033333333333334,12.17105947905695
19,0.5763333333333334,10.492267820152293
20,0.5986666666666667,13.82297246677841
21,0.669,20.054507059184658
22,0.6693333333333333,20.391516275469286
23,0.6323333333333333,16.92193042457137
24,0.6626666666666666,20.694826499039948
25,0.6616666666666666,19.723289977671826
26,0.6606666666666666,20.83752083065123
27,0.6623333333333333,20.883288011264725
28,0.633,20.141842781387084
29,0.6663333333333333,21.874868354027655
30,0.6136666666666667,21.73036225504609
31,0.622,20.274913099484976
32,0.613,19.422950479423235
33,0.6396666666666667,16.60143268303402
34,0.6576666666666666,14.914222452157972
35,0.9123333333333333,9.82884212442957
36,0.98,8.484148559393034
37,0.9493333333333334,8.151267606906195
38,0.994,8.491824891193644
39,0.9996666666666667,8.07292064092519
40,0.9613333333333334,8.517964224342194
41,0.9916666666666667,8.672861570703724
42,0.9976666666666667,8.199663320094693
43,0.998,8.125405693527426
44,0.9986666666666667,7.4140896013248465
45,0.9703333333333334,7.779135243002685
46,0.9996666666666667,7.630845638297764
47,0.8163333333333334,10.651185548738013
48,0.997,10.44616293338187
49,1.0,10.164956491901911
50,1.0,9.92885931444232
51,0.999,9.533848455563884
52,0.9973333333333333,9.074438180802133
53,1.0,8.983528540540249
54,0.9713333333333334,8.599381483068093
55,0.5453333333333333,15.57593128869513
56,0.741,12.371761356010808
57,0.7606666666666667,12.740164380785437
58,0.7606666666666667,12.565486663139858
59,0.757,12.875278299688375
60,0.7716666666666666,12.141080209534138
61,0.759,11.18287090358487
62,0.7536666666666667,9.893925293769655
63,0.503,17.340090820314856
64,0.53,18.167496785404296
65,0.5173333333333333,19.23672027891687
66,0.5336666666666666,17.807185993979715
67,0.5486666666666666,15.833794186629838
68,0.533,15.65364069888738
69,0.5353333333333333,15.032010112435174
70,0.564,15.097826773498142
71,0.5653333333333334,14.01683194988351
72,0.5586666666666666,13.27267026579608
73,0.5973333333333334,12.792234801010778
74,0.7623333333333333,10.128805977636581
75,0.767,8.042369214534766
76,0.804,7.083034109650335
77,0.596,11.875728869998284
78,0.7736666666666666,11.171234288587293
79,0.666,10.758170781164551
80,0.5383333333333333,11.24697435474252
81,0.5846666666666667,8.969504745537392
82,0.7606666666666667,6.710262682588919
83,0.759,9.864149172469354
84,0.758,10.879399046206238
85,0.758,10.2918590494614
86,0.7573333333333333,10.532688821485337
87,0.7576666666666667,8.93783885978214
88,0.524,10.068237466997132
89,0.534,10.52253924012841
90,0.5973333333333334,10.02117944109444
91,0.7686666666666667,8.405116143596423
92,0.6076666666666667,9.652170601600787
93,0.7606666666666667,8.00797714839986
94,0.7606666666666667,7.654338592177417
95,0.5603333333333333,7.156009458423057
96,0.624,9.13558749321718
97,0.7953333333333333,8.04659758814902
98,0.7973333333333333,7.348126119349573
99,0.735,6.8950064555663815
100,0.778,6.771512488943614
101,0.8276666666666667,6.974881061160573
102,0.499,11.978781344345137
103,0.504,11.916909261944134
104,0.5146666666666667,11.827633458676424
105,0.51,11.860761880903205
106,0.517,12.238912669248464
107,0.5313333333333333,12.537913421220118
108,0.53,12.709541130769828
109,0.7373333333333333,8.936154597277593
110,0.7393333333333333,10.768861963076603
111,0.7403333333333333,11.02538583431678
112,0.7406666666666667,10.521729183952083
113,0.7396666666666667,9.641124497212665
114,0.74,8.666502035290875
115,0.7403333333333333,7.800028967806433
116,0.759,7.232556488115904
117,0.756,5.888689124330504
118,0.757,6.5696341687148845
119,0.7533333333333333,7.2035426367375806
120,0.7593333333333333,7.369453762056963
121,0.757,7.937578366617011
122,0.7593333333333333,7.919187400928067
123,0.7593333333333333,7.970680529851293
124,0.7596666666666667,8.085538976842308
125,0.7566666666666667,8.13591062777941
126,0.7406666666666667,8.179997924141375
127,0.6276666666666667,11.386602335046014
128,0.84,9.33513969348624
129,0.498,9.661028350950367
130,0.49733333333333335,10.432794575533507
131,0.49566666666666664,10.610830955293103
132,0.5166666666666667,10.817840383415927
133,0.517,11.040198282693986
134,0.528,11.061537641090283
135,0.534,11.328577474318955
136,0.521,11.442996393038385
137,0.527,11.551073352332267
138,0.5313333333333333,11.666377517790217
139,0.524,11.624718830259752
140,0.526,11.71330510883925
141,0.5393333333333333,11.737919173565025
142,0.5226666666666666,11.68186436802199
143,0.5186666666666667,11.693449279864296
144,0.5353333333333333,11.604943985851271
145,0.547,11.498591188734366
146,0.5353333333333333,11.711009866113208
147,0.5313333333333333,11.773784970049327
148,0.533,11.774537957805443
149,0.5276666666666666,11.553192199265112
150,0.546,11.543010618852193
151,0.541,11.666865915355338
152,0.542,11.789128610741471
153,0.5186666666666667,11.498003335895916
154,0.564,11.62246444626475
155,0.5376666666666666,11.812266697862285
156,0.5416666666666666,11.586677852978568
157,0.531,12.131025882862062
158,0.5996666666666667,11.701266748191458
159,0.6906666666666667,8.527577245689649
160,0.7403333333333333,9.5442233844595
161,0.74,9.635948086989735
162,0.7403333333333333,8.778520605900589
163,0.7406666666666667,8.168668761857987
164,0.7366666666666667,7.78797459794081
165,0.7486666666666667,7.319807754370402
166,0.515,2.2811305149338423
167,0.521,2.191951413430587
168,0.506,2.276178591334812
169,0.519,2.474920192110659
170,0.5193333333333333,2.5653194500784906
171,0.532,2.690714382065373
172,0.5446666666666666,2.7368298234671116
173,0.5086666666666667,2.7285753587607715
174,0.5423333333333333,2.66806307801302
175,0.6373333333333333,2.670224351304533
176,0.5766666666666667,2.6528206295041628
177,0.6593333333333333,2.9071758864890427
178,0.6523333333333333,2.7662088285857465
179,0.6316666666666667,2.7728983822258613
180,0.678,3.823818080170504
181,0.685,3.870889605832886
182,0.8113333333333334,4.273412936219657
183,0.7366666666666667,3.53894748251232
184,0.508,2.8052978821136065
185,0.5046666666666667,3.1031323841708343
186,0.5166666666666667,3.27438183174214
187,0.514,3.296028031621127
188,0.516,3.2058022444749383
189,0.5033333333333333,3.0365210697483036
190,0.5373333333333333,3.0625619156534327
191,0.515,3.1400880372751914
192,0.519,3.0919570996031567
193,0.511,3.5225170977475244
194,0.7246666666666667,3.8192765181803026
195,0.7783333333333333,3.5457747517569587
196,0.9816666666666667,4.115994854533639
197,0.5936666666666667,5.334881648849546
198,0.697,5.64479066860774
199,0.7023333333333334,5.451892850962693
200,0.7176666666666667,5.439155234413398
201,0.7086666666666667,5.619809710547862
202,0.722,5.351249560824762
203,0.6786666666666666,5.736049369830809
204,0.727,5.574206101781883
205,0.8313333333333334,4.429666025685435
206,0.8583333333333333,4.6007936445004844
