epoch,train_loss,val_loss,phi_star
132,4.311453089714051,5.431269474029541,4.7796532210552325
133,4.327953839302063,5.428273029327393,4.7796532210552325
134,4.322091863155365,5.4324249649047855,4.893842875227407
135,4.310154209136963,5.438581142425537,4.893842875227407
136,4.313953332901001,5.435714263916015,4.720348108647484
137,4.316748833656311,5.443008899688721,4.720348108647484
138,4.304053676128388,5.444004745483398,4.575499635718424
139,4.327130150794983,5.45301305770874,4.575499635718424
140,4.29993166923523,5.454823188781738,4.636806317422727
141,4.3028199052810665,5.442299041748047,4.636806317422727
142,4.301693754196167,5.457081985473633,4.916789447107004
143,4.289666838645935,5.453174324035644,4.916789447107004
144,4.289988024234772,5.460683403015136,4.475368203597988
145,4.279684293270111,5.445900325775146,4.475368203597988
146,4.288493731021881,5.469487590789795,4.916656195920096
147,4.290771136283874,5.47647310256958,4.916656195920096
148,4.281286947727203,5.448533706665039,4.571828603919709
149,4.267402322292328,5.469945087432861,4.571828603919709
150,4.246569638252258,5.467097053527832,4.747031962234102
151,4.270765109062195,5.467334403991699,4.747031962234102
152,4.270651512145996,5.478064746856689,4.848501660778899
153,4.259729769229889,5.47542070388794,4.848501660778899
154,4.256612815856934,5.4751215744018555,4.592794792442028
155,4.240703086853028,5.475257549285889,4.592794792442028
156,4.248782932758331,5.486621494293213,4.695762452953753
157,4.247663831710815,5.4754982185363765,4.695762452953753
158,4.226467909812928,5.480468006134033,5.161109361338564
159,4.241083924770355,5.479784069061279,5.161109361338564
160,4.246235508918762,5.473710136413574,4.887965754972535
161,4.233354609012604,5.480639572143555,4.887965754972535
162,4.215902149677277,5.490146503448487,4.85781323882442
163,4.2204097509384155,5.49565803527832,4.85781323882442
164,4.211792557239533,5.496781635284424,4.944631004501625
165,4.213399538993835,5.480643863677979,4.944631004501625
166,4.209902510643006,5.502783870697021,4.729593708781196
167,4.202970895767212,5.491498966217041,4.729593708781196
168,4.194590513706207,5.503913440704346,4.35923629672701
169,4.184802346229553,5.509796619415283,4.35923629672701
170,4.19512033700943,5.493688735961914,4.92371175955487
171,4.197578423023224,5.498316135406494,4.92371175955487
172,4.194074327945709,5.51899980545044,4.68481648188631
173,4.184724843502044,5.5017695808410645,4.68481648188631
174,4.17952219247818,5.509256248474121,4.7809516491327155
175,4.175072088241577,5.502270793914795,4.7809516491327155
176,4.179280292987824,5.501506652832031,4.874341411357438
177,4.175656092166901,5.521692714691162,4.874341411357438
178,4.17378497838974,5.513907432556152,4.7328320387918
179,4.154041013717651,5.524827785491944,4.7328320387918
180,4.173441157341004,5.523607940673828,4.692047697228825
181,4.148195173740387,5.5183870887756346,4.692047697228825
182,4.158653471469879,5.534594421386719,4.498536859239592
183,4.146631741523743,5.525698833465576,4.498536859239592
184,4.160596570968628,5.524581394195557,4.8311907621048205
185,4.13750841140747,5.537343101501465,4.8311907621048205
186,4.153119301795959,5.543893909454345,4.897346806347535
187,4.156937208175659,5.531696052551269,4.897346806347535
188,4.161548852920532,5.530690994262695,5.232044524466349
189,4.139189937114716,5.538709926605224,5.232044524466349
190,4.152161285877228,5.5232690238952635,4.771721330846014
191,4.113012719154358,5.538798217773437,4.771721330846014
192,4.118721601963043,5.53477933883667,5.117280162064395
193,4.146186912059784,5.531753978729248,5.117280162064395
194,4.116492788791657,5.5464412879943845,5.027962905429245
195,4.128733270168304,5.554337615966797,5.027962905429245
196,4.115703866481781,5.563216743469238,4.657387939688382
197,4.1239854526519775,5.555693473815918,4.657387939688382
198,4.116015548706055,5.540011405944824,5.49001163481791
199,4.095142741203308,5.552208366394043,5.49001163481791
200,4.111406097412109,5.551535320281983,4.885486378705121
