epoch,train_loss,val_loss
90,4.5070999717712406,5.3548118591308596
91,4.505998754501343,5.349800052642823
92,4.510217680931091,5.347609233856201
93,4.478753585815429,5.36283805847168
94,4.481919722557068,5.365219650268554
95,4.472641997337341,5.374214096069336
96,4.4842549991607665,5.374001617431641
97,4.47264416217804,5.376576671600342
98,4.46452160358429,5.385265922546386
99,4.453249073028564,5.386017570495605
100,4.457398543357849,5.381116905212402
101,4.4349658489227295,5.375097541809082
102,4.450215377807617,5.381263637542725
103,4.448025631904602,5.384711227416992
104,4.434261608123779,5.392709846496582
105,4.453398919105529,5.390386219024658
106,4.4138080549240115,5.380556049346924
107,4.427714166641235,5.389591541290283
108,4.414475612640381,5.401995658874512
109,4.424170770645142,5.391909122467041
110,4.392387771606446,5.400781211853027
111,4.409116253852845,5.404400501251221
112,4.389564719200134,5.3954499816894534
113,4.408242321014404,5.399640083312988
114,4.413334875106812,5.406657409667969
115,4.3970193195343015,5.400773010253906
116,4.389955196380615,5.40438777923584
117,4.395984454154968,5.39990198135376
118,4.381347889900208,5.410421504974365
119,4.383167924880982,5.407109298706055
120,4.365938439369201,5.415677700042725
121,4.364824123382569,5.4139191436767575
122,4.364607591629028,5.410528182983398
123,4.3711118268966676,5.418694305419922
124,4.350864386558532,5.422335548400879
125,4.362594420909882,5.430496654510498
126,4.322671322822571,5.426030712127686
127,4.344061050415039,5.429185638427734
128,4.343776545524597,5.428842449188233
129,4.319111468791962,5.433338565826416
130,4.317009015083313,5.432821388244629
131,4.325910840034485,5.429171829223633
132,4.311453089714051,5.431269474029541
133,4.327953839302063,5.428273029327393
134,4.322091863155365,5.4324249649047855
135,4.310154209136963,5.438581142425537
136,4.313953332901001,5.435714263916015
137,4.316748833656311,5.443008899688721
138,4.304053676128388,5.444004745483398
139,4.327130150794983,5.45301305770874
140,4.29993166923523,5.454823188781738
141,4.3028199052810665,5.442299041748047
142,4.301693754196167,5.457081985473633
143,4.289666838645935,5.453174324035644
144,4.289988024234772,5.460683403015136
145,4.279684293270111,5.445900325775146
146,4.288493731021881,5.469487590789795
147,4.290771136283874,5.47647310256958
148,4.281286947727203,5.448533706665039
149,4.267402322292328,5.469945087432861
150,4.246569638252258,5.467097053527832
151,4.270765109062195,5.467334403991699
152,4.270651512145996,5.478064746856689
153,4.259729769229889,5.47542070388794
154,4.256612815856934,5.4751215744018555
155,4.240703086853028,5.475257549285889
156,4.248782932758331,5.486621494293213
157,4.247663831710815,5.4754982185363765
158,4.226467909812928,5.480468006134033
159,4.241083924770355,5.479784069061279
160,4.246235508918762,5.473710136413574
161,4.233354609012604,5.480639572143555
162,4.215902149677277,5.490146503448487
163,4.2204097509384155,5.49565803527832
164,4.211792557239533,5.496781635284424
165,4.213399538993835,5.480643863677979
166,4.209902510643006,5.502783870697021
167,4.202970895767212,5.491498966217041
168,4.194590513706207,5.503913440704346
169,4.184802346229553,5.509796619415283
170,4.19512033700943,5.493688735961914
171,4.197578423023224,5.498316135406494
172,4.194074327945709,5.51899980545044
173,4.184724843502044,5.5017695808410645
174,4.17952219247818,5.509256248474121
175,4.175072088241577,5.502270793914795
176,4.179280292987824,5.501506652832031
177,4.175656092166901,5.521692714691162
178,4.17378497838974,5.513907432556152
179,4.154041013717651,5.524827785491944
180,4.173441157341004,5.523607940673828
181,4.148195173740387,5.5183870887756346
182,4.158653471469879,5.534594421386719
183,4.146631741523743,5.525698833465576
184,4.160596570968628,5.524581394195557
185,4.13750841140747,5.537343101501465
186,4.153119301795959,5.543893909454345
187,4.156937208175659,5.531696052551269
188,4.161548852920532,5.530690994262695
189,4.139189937114716,5.538709926605224
190,4.152161285877228,5.5232690238952635
191,4.113012719154358,5.538798217773437
192,4.118721601963043,5.53477933883667
193,4.146186912059784,5.531753978729248
194,4.116492788791657,5.5464412879943845
195,4.128733270168304,5.554337615966797
196,4.115703866481781,5.563216743469238
197,4.1239854526519775,5.555693473815918
198,4.116015548706055,5.540011405944824
199,4.095142741203308,5.552208366394043
200,4.111406097412109,5.551535320281983
