accuracy,big_phi
0.7724999785423279,0.026972
0.4975000023841858,0.032201
0.7724999785423279,0.019094
0.7724999785423279,0.023561
0.7724999785423279,0.015107
0.7724999785423279,0.013287
1.0,0.01298
1.0,0.008112
1.0,0.009362
1.0,0.00479
