epoch,accuracy,shap_X,shap_Y,shap_A,shap_B,shap_EOS,shap_total
1,0.5083333333333333,1.7477575174969693e-08,1.9807396776522415e-08,1.2696308792284685e-06,0.00033980477552233046,0.00015507407986127547,0.0004961857712347859
2,0.4683333333333333,1.640778003766846e-06,7.885366319526469e-07,2.5102714261198277e-05,0.0004155852179014458,0.00024816788606713783,0.0006912851328655014
3,0.4766666666666667,3.1783320256787815e-07,1.781314423860076e-07,6.208143599131422e-06,0.00022895263148249714,0.0001973834413283923,0.0004330401810549747
4,0.48833333333333334,1.5831360464357273e-06,6.452437063402343e-08,3.9794846167052536e-05,0.00044357052648272705,0.0002536372807301595,0.0007386503137970089
5,0.5083333333333333,3.3505428955827975e-07,1.4528879846146218e-07,5.102485352443969e-06,0.00041066904819109587,0.00028135458505888707,0.0006976064616904466
6,0.61,1.87731884963998e-05,9.285440904204732e-05,0.00036522153931313093,0.006512629057196641,0.0020779234019005855,0.009067401595948805
7,0.535,3.3215814370864614e-05,6.849876745743839e-06,0.0001346691948590011,0.004371672798097617,0.001589480174044923,0.00613588785811815
8,0.56,7.153933750453655e-06,2.1342482832046196e-06,3.748791437498799e-05,0.002658396504772099,0.0010429626628158794,0.0037481352639966246
9,0.5883333333333334,2.512058243532751e-05,0.00011850610462392471,0.00027561529754435753,0.005146444626274591,0.0016765688108754593,0.00724225542175366
10,0.56,1.8884043170988594e-06,3.572323165927728e-06,1.7687286884413163e-05,0.0016461445689591465,0.0007167128152837159,0.002386005398610302
11,0.5,3.529953118762326e-07,3.0558440707190374e-07,6.008500354873284e-06,0.0008981480019172466,0.0004737354095898092,0.0013785504915808772
12,0.5283333333333333,6.668079189172138e-07,2.440934685182583e-06,9.01530146088631e-06,0.0018983616529758955,0.0007969578470159217,0.0027074425440568035
13,0.5283333333333333,7.167361931839914e-07,1.5466914672591281e-06,1.5107050692716094e-05,0.0020458891722983496,0.0008415451040842195,0.0029048047547357283
14,0.5283333333333333,4.81288758015176e-06,7.148786236737376e-06,3.9770477514922386e-05,0.0026118027497807287,0.0009694285367149095,0.0036329634378274495
15,0.4866666666666667,1.5098375141801798e-07,1.4483024418891714e-07,4.017146032588615e-06,0.0007173872229982572,0.0004246178695201101,0.001146318052546563
16,0.5083333333333333,5.079499611653133e-07,9.334990256269926e-08,6.374631781061115e-06,0.0012041649543223937,0.0006310462430170625,0.0018421871289842453
17,0.5633333333333334,1.3245384619612768e-05,3.829213649185948e-05,0.0001848671417404787,0.005704111126694501,0.0021269450256389683,0.008067460815185421
18,0.49333333333333335,1.8409914907048607e-06,5.9442882315865815e-06,1.913504978411193e-05,0.0020097801560083426,0.0008659636525082601,0.002902664138023006
19,0.5883333333333334,2.4544964047015168e-05,0.00011194086880681829,0.0002129341683093353,0.006593198717150745,0.002252239924904238,0.009194858643218153
20,0.6516666666666666,0.00021814247422783712,0.0008082444104031848,0.002122516564187361,0.015088434888499461,0.004684692715634746,0.02292203105295259
21,0.6483333333333333,0.0004941516344099203,0.0011271304165657733,0.0014225314363433836,0.02040371362662472,0.0043178525633348645,0.027765379677278663
22,0.6066666666666667,0.0008454846112595315,0.003745980064784247,0.0017387469616217254,0.02671587029178338,0.009277649791115847,0.04232373172056473
23,0.525,1.985219168931996e-05,5.168179691841707e-05,0.00017218057178351306,0.007600805803588295,0.0012941870136807551,0.0091387073776603
24,0.685,0.0006048178303403511,0.0020869618851557985,0.0009628589443893506,0.013146440679159797,0.00446401546305187,0.021265094802097165
25,0.6766666666666666,0.0009476352289351768,0.002883481680715727,0.0009624742867137287,0.0158412548887287,0.0058037874754379585,0.02643863356053129
26,0.4816666666666667,1.7666648604047556e-08,8.064171971848094e-08,1.9959893072055464e-06,0.0017860759046390462,0.0007777691641937529,0.0025659393665083273
27,0.5666666666666667,1.3698672169084599e-06,2.934854788601152e-06,1.7941176679984136e-05,0.003375982213351557,0.0010318963528068224,0.004430124464843873
28,0.67,0.00038295929825522357,0.0016927582263103465,0.001118784055261216,0.016503334102414228,0.005164623346685816,0.02486245902892683
29,0.67,0.0008053611637957115,0.00253860835118801,0.0013473697774833825,0.01712280303591979,0.005075522067025577,0.026889664395412474
30,0.6666666666666666,0.0006729446654632353,0.0030911395694263135,0.00147737784736161,0.014846860668273374,0.006488984274363403,0.026577307024887937
31,0.685,0.0004574240061000837,0.0019329920080905045,0.0010860940398045114,0.012509758528700196,0.0040979424693492,0.0200842110520445
32,0.6666666666666666,0.0005013604857399456,0.002226502119731056,0.0013035842062028207,0.01177469417692872,0.004756965776409967,0.02056310676501251
33,0.5316666666666666,2.219979751498824e-06,1.163428309971929e-05,6.924795317613786e-05,0.006224062876284808,0.0010228159007236396,0.007329980993035804
34,0.5066666666666667,1.1573444867810291e-05,5.425948134862851e-05,0.00018414689124362517,0.007151263247611862,0.0010907098391034252,0.008491952904175351
