accuracy,phi
0.5373333333333333,5.589138207971445
0.5286666666666666,3.8566186788787604
0.5416666666666666,4.30250656464446
0.55,6.0752354436552025
0.601,5.361860689039602
0.5506666666666666,6.160718036774725
0.54,5.133308102101978
0.585,6.224112744125719
0.538,6.88075037854999
0.528,10.197581597491691
0.5696666666666667,9.117870568751428
0.5183333333333333,10.819878746845774
0.537,9.934785472057612
0.5953333333333334,11.646186207605481
0.595,11.8116827595737
0.529,9.628546200923907
0.5723333333333334,11.014054596067453
0.6033333333333334,12.17105947905695
0.5763333333333334,10.492267820152293
0.5986666666666667,13.82297246677841
0.669,20.054507059184658
0.6693333333333333,20.391516275469286
0.6323333333333333,16.92193042457137
0.6626666666666666,20.694826499039948
0.6616666666666666,19.723289977671826
0.6606666666666666,20.83752083065123
0.6623333333333333,20.883288011264725
0.633,20.141842781387084
0.6663333333333333,21.874868354027655
0.6136666666666667,21.73036225504609
0.622,20.274913099484976
0.613,19.422950479423235
0.6396666666666667,16.60143268303402
0.6576666666666666,14.914222452157972
0.9123333333333333,9.82884212442957
0.98,8.484148559393034
0.9493333333333334,8.151267606906195
0.994,8.491824891193644
0.9996666666666667,8.07292064092519
0.9613333333333334,8.517964224342194
0.9916666666666667,8.672861570703724
0.9976666666666667,8.199663320094693
0.998,8.125405693527426
0.9986666666666667,7.4140896013248465
0.9703333333333334,7.779135243002685
0.9996666666666667,7.630845638297764
0.8163333333333334,10.651185548738013
0.997,10.44616293338187
1.0,10.164956491901911
1.0,9.92885931444232
0.999,9.533848455563884
0.9973333333333333,9.074438180802133
1.0,8.983528540540249
0.9713333333333334,8.599381483068093
0.5453333333333333,15.57593128869513
0.741,12.371761356010808
0.7606666666666667,12.740164380785437
0.7606666666666667,12.565486663139858
0.757,12.875278299688375
0.7716666666666666,12.141080209534138
0.759,11.18287090358487
0.7536666666666667,9.893925293769655
0.503,17.340090820314856
0.53,18.167496785404296
0.5173333333333333,19.23672027891687
0.5336666666666666,17.807185993979715
0.5486666666666666,15.833794186629838
0.533,15.65364069888738
0.5353333333333333,15.032010112435174
0.564,15.097826773498142
0.5653333333333334,14.01683194988351
0.5586666666666666,13.27267026579608
0.5973333333333334,12.792234801010778
0.7623333333333333,10.128805977636581
0.767,8.042369214534766
0.804,7.083034109650335
0.596,11.875728869998284
0.7736666666666666,11.171234288587293
0.666,10.758170781164551
0.5383333333333333,11.24697435474252
0.5846666666666667,8.969504745537392
0.7606666666666667,6.710262682588919
0.759,9.864149172469354
0.758,10.879399046206238
0.758,10.2918590494614
0.7573333333333333,10.532688821485337
0.7576666666666667,8.93783885978214
0.524,10.068237466997132
0.534,10.52253924012841
0.5973333333333334,10.02117944109444
0.7686666666666667,8.405116143596423
0.6076666666666667,9.652170601600787
0.7606666666666667,8.00797714839986
0.7606666666666667,7.654338592177417
0.5603333333333333,7.156009458423057
0.624,9.13558749321718
0.7953333333333333,8.04659758814902
0.7973333333333333,7.348126119349573
0.735,6.8950064555663815
0.778,6.771512488943614
0.8276666666666667,6.974881061160573
0.499,11.978781344345137
0.504,11.916909261944134
0.5146666666666667,11.827633458676424
0.51,11.860761880903205
0.517,12.238912669248464
0.5313333333333333,12.537913421220118
0.53,12.709541130769828
0.7373333333333333,8.936154597277593
0.7393333333333333,10.768861963076603
0.7403333333333333,11.02538583431678
0.7406666666666667,10.521729183952083
0.7396666666666667,9.641124497212665
0.74,8.666502035290875
0.7403333333333333,7.800028967806433
0.759,7.232556488115904
0.756,5.888689124330504
0.757,6.5696341687148845
0.7533333333333333,7.2035426367375806
0.7593333333333333,7.369453762056963
0.757,7.937578366617011
0.7593333333333333,7.919187400928067
0.7593333333333333,7.970680529851293
0.7596666666666667,8.085538976842308
0.7566666666666667,8.13591062777941
0.7406666666666667,8.179997924141375
0.6276666666666667,11.386602335046014
0.84,9.33513969348624
0.498,9.661028350950367
0.49733333333333335,10.432794575533507
0.49566666666666664,10.610830955293103
0.5166666666666667,10.817840383415927
0.517,11.040198282693986
0.528,11.061537641090283
0.534,11.328577474318955
0.521,11.442996393038385
0.527,11.551073352332267
0.5313333333333333,11.666377517790217
0.524,11.624718830259752
0.526,11.71330510883925
0.5393333333333333,11.737919173565025
0.5226666666666666,11.68186436802199
0.5186666666666667,11.693449279864296
0.5353333333333333,11.604943985851271
0.547,11.498591188734366
0.5353333333333333,11.711009866113208
0.5313333333333333,11.773784970049327
0.533,11.774537957805443
0.5276666666666666,11.553192199265112
0.546,11.543010618852193
0.541,11.666865915355338
0.542,11.789128610741471
0.5186666666666667,11.498003335895916
0.564,11.62246444626475
0.5376666666666666,11.812266697862285
0.5416666666666666,11.586677852978568
0.531,12.131025882862062
0.5996666666666667,11.701266748191458
0.6906666666666667,8.527577245689649
0.7403333333333333,9.5442233844595
0.74,9.635948086989735
0.7403333333333333,8.778520605900589
0.7406666666666667,8.168668761857987
0.7366666666666667,7.78797459794081
0.7486666666666667,7.319807754370402
0.515,2.2811305149338423
0.521,2.191951413430587
0.506,2.276178591334812
0.519,2.474920192110659
0.5193333333333333,2.5653194500784906
0.532,2.690714382065373
0.5446666666666666,2.7368298234671116
0.5086666666666667,2.7285753587607715
0.5423333333333333,2.66806307801302
0.6373333333333333,2.670224351304533
0.5766666666666667,2.6528206295041628
0.6593333333333333,2.9071758864890427
0.6523333333333333,2.7662088285857465
0.6316666666666667,2.7728983822258613
0.678,3.823818080170504
0.685,3.870889605832886
0.8113333333333334,4.273412936219657
0.7366666666666667,3.53894748251232
0.508,2.8052978821136065
0.5046666666666667,3.1031323841708343
0.5166666666666667,3.27438183174214
0.514,3.296028031621127
0.516,3.2058022444749383
0.5033333333333333,3.0365210697483036
0.5373333333333333,3.0625619156534327
0.515,3.1400880372751914
0.519,3.0919570996031567
0.511,3.5225170977475244
0.7246666666666667,3.8192765181803026
0.7783333333333333,3.5457747517569587
0.9816666666666667,4.115994854533639
0.5936666666666667,5.334881648849546
0.697,5.64479066860774
0.7023333333333334,5.451892850962693
0.7176666666666667,5.439155234413398
0.7086666666666667,5.619809710547862
0.722,5.351249560824762
0.6786666666666666,5.736049369830809
0.727,5.574206101781883
0.8313333333333334,4.429666025685435
0.8583333333333333,4.6007936445004844
0.7516666666666667,6.968267827294497
0.7623333333333333,7.503278152762633
0.7773333333333333,6.544061927887192
0.7886666666666666,6.995349654264508
0.5176666666666667,5.931974228442542
0.507,5.986596120566098
0.509,6.725428232138569
0.516,6.527364178105088
0.51,6.862420099017314
0.497,7.055530407442575
0.509,7.040252888803003
0.5256666666666666,6.78706778037612
0.516,7.276806803291919
0.51,6.9652175457166905
0.524,6.637457357600326
0.5106666666666667,6.611191647850291
0.533,7.16494355994903
0.514,7.2531031009238305
0.5213333333333333,7.321848591285203
0.5026666666666667,7.32376948283067
0.5596666666666666,7.5217980723393225
0.6926666666666667,5.74801026197872
0.74,6.341384862876495
0.74,8.808067097262125
0.7393333333333333,8.881105499916224
0.7403333333333333,7.013679954593805
0.743,6.612067413213282
0.7586666666666667,6.778093640212887
0.759,6.662561549695631
0.7563333333333333,7.581623106612149
0.7573333333333333,6.373565363075322
0.74,5.14511350975291
0.7566666666666667,10.926636605433167
0.7663333333333333,6.12167501470806
0.7776666666666666,6.62388075294988
0.7573333333333333,10.672402485238116
0.7573333333333333,8.350582898436656
0.7693333333333333,7.987876034919729
0.7606666666666667,8.975336147723823
0.7396666666666667,7.475787656547283
0.7593333333333333,13.76389623194126
0.7566666666666667,14.392224802499818
0.759,15.737911967203758
0.767,9.338846929763896
0.7396666666666667,9.998010934885748
0.7403333333333333,8.277529482306768
0.7583333333333333,10.856386912649171
0.7553333333333333,9.355399932423204
0.7726666666666666,9.168544702819027
0.761,9.16815499199604
0.7423333333333333,4.847788093795344
0.7586666666666667,8.414935255526416
0.7586666666666667,8.448878500243694
0.7593333333333333,8.95747105558602
0.7433333333333333,11.48065577252811
0.7506666666666667,5.005558301618578
0.748,3.450121463285768
0.7866666666666666,2.8757606925614922
0.755,6.40153641805847
0.5616666666666666,4.861058821952454
0.6093333333333333,4.930027035984253
0.6846666666666666,4.825703959776298
0.586,3.5890314435346937
0.527,4.5727705811579895
0.516,3.9870641914832277
0.6276666666666667,3.962946119232683
0.7393333333333333,3.9455754502678175
0.7683333333333333,3.8090345131225405
0.7883333333333333,4.212672100792076
0.6143333333333333,3.3372121867527227
0.708,3.5186479777556343
0.7636666666666667,3.8327099771659334
0.7503333333333333,4.247459934414785
0.7596666666666667,4.393296842710342
0.857,3.620475578735828
0.9383333333333334,3.652445669041626
0.6463333333333333,4.342556752007582
0.667,4.645229632271288
0.794,4.887107259709609
0.8683333333333333,4.709429851591473
0.926,4.326732366716165
0.654,4.307470402973266
0.8143333333333334,3.7486915354650208
0.873,4.07158010475537
0.864,4.232926689685094
0.953,3.785788347614144
0.917,3.2418054985588682
0.9616666666666667,3.543869828807651
0.9773333333333334,3.520855567283796
0.957,3.2685325535659757
0.9676666666666667,3.421714200569774
0.8573333333333333,3.190360751107825
0.9746666666666667,3.036501695817158
0.9713333333333334,3.0550763211540257
