accuracy,phi
0.5006666666666667,0.0
0.49933333333333335,0.0
0.49933333333333335,0.0
0.49933333333333335,0.1602863545386839
0.5006666666666667,0.0
0.49366666666666664,0.04888330206341962
0.499,0.0
0.49966666666666665,0.0796044754991101
0.5006666666666667,0.06160161233364647
0.5006666666666667,0.0
0.5073333333333333,0.02722008177034496
0.5026666666666667,0.0
0.512,0.0
0.49866666666666665,0.0
0.5023333333333333,0.0
0.49733333333333335,0.0
0.5056666666666667,0.0
0.506,0.0
0.5136666666666667,0.06966891139706632
0.5203333333333333,0.11381518322627215
0.501,0.20052071926919268
0.5096666666666667,0.051354361372709434
0.528,1.2715613108894956
0.5543333333333333,5.184833057664449
0.508,2.367902224517941
0.548,7.133826411195493
0.49566666666666664,9.287785877384088
0.5756666666666667,6.216585192414939
0.5426666666666666,4.96259726049842
0.5923333333333334,11.34918423446041
0.5793333333333334,8.71872018340811
0.6036666666666667,7.110865639248573
0.5863333333333334,5.318200545028311
0.609,7.599929305422599
0.6093333333333333,8.491471294446065
0.6646666666666666,7.821035693313696
0.5006666666666667,2.0095722652313555
0.5243333333333333,5.756328986934719
0.529,5.630816703727419
0.5416666666666666,3.920992174254053
0.5876666666666667,15.342591444137518
0.545,4.174444474161568
0.5473333333333333,6.124285482410528
0.58,7.0587449678979866
0.5776666666666667,3.7458147558664763
0.5906666666666667,3.3816589294122323
0.6296666666666667,4.290376632431759
0.554,4.775081713437174
0.5903333333333334,11.632527632259396
0.5663333333333334,8.835780912789943
0.5583333333333333,8.742704525521361
0.5916666666666667,9.20962758461539
0.593,6.957516310795768
0.594,6.5512642850597445
0.5853333333333334,7.158891146674584
0.579,9.118080074180789
0.5876666666666667,8.407442249268271
0.616,11.68952906843812
0.5203333333333333,2.485033457353083
0.6216666666666667,3.7524787194783897
0.5423333333333333,5.737630637439693
0.527,4.580141293589122
0.5173333333333333,7.077309720773485
0.586,8.999677278584969
0.6986666666666667,9.411450257882656
0.508,10.002278577423859
0.5636666666666666,11.53560018975999
0.5373333333333333,9.773699296652865
0.5673333333333334,11.092157452787163
0.5363333333333333,9.421714191591207
0.5526666666666666,9.600108185691482
0.5563333333333333,10.082833032622865
0.5563333333333333,11.294552962348483
0.557,10.167579527971839
0.5496666666666666,9.564683911396791
0.5763333333333334,10.550639636083325
0.5713333333333334,10.271508529006411
0.5786666666666667,9.979643680300782
0.5813333333333334,10.398359003374914
0.5833333333333334,7.607844225499029
0.584,10.176528314377968
0.5643333333333334,9.060391418162212
0.573,9.490731310566602
0.584,9.37700735963773
0.6066666666666667,9.011019550336783
0.6043333333333333,7.878676099082675
0.582,7.302883682146266
0.6116666666666667,6.505634406026026
0.614,4.934024542872052
0.579,6.165270672722798
0.6096666666666667,6.330691445427462
