epoch,accuracy,phi
117,0.6426666666666667,6.305715993391296
118,0.6026666666666667,7.680117038852984
119,0.49966666666666665,6.074867071617454
120,0.529,5.69242628619439
121,0.5313333333333333,5.137485784006884
122,0.5926666666666667,4.689069489215392
123,0.6606666666666666,5.8188863841396525
124,0.646,5.188741769503551
125,0.7136666666666667,5.130979766774907
126,0.606,4.682278222125767
127,0.738,6.84343031863871
128,0.67,4.648241684424612
129,0.8176666666666667,8.612155393317735
130,0.801,3.603996402148745
131,0.6216666666666667,5.414690526530265
132,0.5926666666666667,5.2535102248040815
133,0.7603333333333333,4.8238281266714935
134,0.8603333333333333,5.119118066788296
135,0.8833333333333333,12.737542159155268
136,0.8953333333333333,11.845579935990429
137,0.9773333333333334,22.201863389681478
138,0.6076666666666667,13.863367677717193
139,0.721,10.848879317690283
140,0.7193333333333334,11.112018102565266
141,0.809,15.393701616099435
142,0.7653333333333333,16.003966904967854
143,0.713,13.116486592328748
144,0.769,5.877924800240301
145,0.8366666666666667,5.915226099593006
146,0.688,6.968813552051387
147,0.8673333333333333,15.021865541326306
148,0.8666666666666667,9.132161566587854
149,0.9216666666666666,15.445504316946554
150,0.8243333333333334,18.36118403180599
151,0.8953333333333333,16.561503825397835
152,0.9293333333333333,14.137783544589631
153,0.9566666666666667,17.438769016425937
154,0.916,13.666078775325744
155,0.785,15.05567474113807
156,0.9366666666666666,15.77116247318407
157,0.9423333333333334,14.542374529146954
158,0.9526666666666667,15.60906843997099
159,0.9333333333333333,16.313705519714432
160,0.9796666666666667,15.823518382890953
161,0.941,19.502883199810015
162,0.947,18.099423442326767
163,0.9356666666666666,18.10958255755842
164,0.9686666666666667,16.319951166880053
165,0.8596666666666667,14.189080115094654
166,0.9576666666666667,18.797810619044043
167,0.9703333333333334,18.034416485417793
168,0.9726666666666667,13.734600836749024
169,0.9886666666666667,13.250375799037691
170,0.991,13.498423301422832
171,0.9876666666666667,11.153277905442877
172,1.0,6.272935215036391
173,0.9936666666666667,18.453568897508383
174,0.975,9.85954009756285
175,0.998,8.516542153489723
176,0.9926666666666667,10.819890788914677
177,0.9993333333333333,16.174038617336834
178,0.996,16.505855168557417
179,0.9603333333333334,13.466878323346755
180,0.986,10.767602881108324
181,0.9976666666666667,12.22761453107811
182,0.997,10.727393632945848
183,0.9943333333333333,14.814469823645098
184,1.0,14.33796969174471
185,1.0,12.723646974214503
186,0.999,14.544276189493026
187,1.0,6.594463783187351
188,1.0,14.629096366923918
189,0.999,16.534496831225553
190,0.9996666666666667,15.807859382042508
191,1.0,7.695174181200919
192,0.995,14.867098012006494
193,1.0,6.96384777963187
194,1.0,16.646910728848027
195,0.999,14.940047828217644
196,0.997,9.30024698169403
197,1.0,8.699551289749877
198,0.9956666666666667,17.357988191725354
199,0.952,10.846225752958773
200,0.7546666666666667,10.193821469374683
201,0.7193333333333334,10.577532202495547
202,0.7806666666666666,8.990316770417891
203,0.817,9.089210897638111
204,0.853,10.792506014935107
205,0.891,14.7694798543859
206,0.8866666666666667,7.645190497845782
207,0.9173333333333333,7.844233537851345
208,0.917,10.534753134442916
209,0.9863333333333333,13.89178233096355
210,0.5443333333333333,9.086417549623206
211,0.547,10.22660326621292
212,0.6626666666666666,10.290790812790057
213,0.6673333333333333,11.006516307330948
214,0.6173333333333333,10.07599618717719
215,0.596,11.172484364900733
216,0.6776666666666666,9.240348640209909
217,0.572,9.957689999093354
218,0.7313333333333333,9.557477386680908
219,0.8203333333333334,10.46349974161609
220,0.871,10.383850320326353
221,0.89,10.899566080928977
222,0.9206666666666666,10.75831924536405
223,0.9623333333333334,9.21156135522456
224,0.9333333333333333,7.459432357647643
225,0.939,8.518801798763754
226,0.9686666666666667,8.35197810440382
227,0.9666666666666667,7.652730158302475
228,0.9596666666666667,10.149839582007665
229,0.9536666666666667,8.726416435998317
230,0.966,8.381949719236346
231,0.9656666666666667,8.833899321930971
232,0.9876666666666667,8.952924120225582
233,0.9823333333333333,8.174104883629788
234,0.9876666666666667,7.9865678474469135
235,0.9753333333333334,9.689044371047032
236,0.9873333333333333,8.953280751974688
237,0.9926666666666667,8.436011499082063
238,0.539,10.037429314200267
239,0.8616666666666667,8.327071509422318
240,0.9093333333333333,10.705024466713688
241,0.9343333333333333,8.365244163691159
242,0.9666666666666667,9.922381673393247
243,0.948,9.8994006271962
244,0.962,8.889444590401801
245,0.5843333333333334,12.272449311157793
246,0.7176666666666667,10.939164321704808
247,0.902,10.09212416053525
248,0.9266666666666666,7.6307852952491615
249,0.9776666666666667,10.052705024512044
250,0.9793333333333333,8.881165002527695
251,0.986,11.60239451437252
252,0.9843333333333333,8.43720039029499
253,0.972,10.399615261715596
254,0.9583333333333334,9.128901269606452
255,0.854,10.408592111392217
256,0.965,8.80833186767481
257,0.9966666666666667,9.497410961041403
258,0.9863333333333333,9.187179084456233
259,0.7996666666666666,11.574125413905627
260,0.996,9.349037656125965
261,0.991,10.740050966555842
262,0.988,11.23644825348348
263,0.9926666666666667,9.762916739861872
264,0.996,10.57412835732427
265,0.997,11.486306234815167
266,0.9883333333333333,9.607431611867689
267,1.0,9.961077689320355
268,0.996,8.846457193846888
269,0.9986666666666667,8.5665991886207
270,0.9933333333333333,9.107716499663347
271,0.9976666666666667,9.557611095272875
272,1.0,9.625543640777963
273,0.9986666666666667,8.222416146892378
274,0.9976666666666667,9.781819607599296
275,0.9963333333333333,10.274959132350801
276,0.9966666666666667,9.068724139281827
277,0.999,9.195444058967922
278,0.996,8.828724095663496
279,1.0,8.791421947463718
280,0.9973333333333333,10.075204008601723
281,0.9986666666666667,9.899260023095785
282,0.9973333333333333,9.39743724381794
283,0.6933333333333334,10.387254088823347
284,0.9113333333333333,9.881680619359734
285,0.973,9.570175848763974
286,0.9843333333333333,8.43517476797836
287,0.996,10.194716851644877
288,0.9043333333333333,10.20809121595908
289,0.9883333333333333,10.64927579492771
290,0.987,10.888864324703974
291,0.993,8.549826207989959
292,0.9776666666666667,9.301236105836978
293,0.9776666666666667,9.845806166157942
294,0.9953333333333333,11.22346826843269
295,0.9943333333333333,10.465589325842366
296,0.5926666666666667,10.765561123656916
297,0.7943333333333333,9.828527169434366
298,0.8263333333333334,9.922171854059442
299,0.8573333333333333,10.066797648416753
300,0.845,9.634235432130055
