epoch,phi
1,0.0
2,0.0
3,0.0
4,0.1602863545386839
5,0.0
6,0.04888330206341962
7,0.0
8,0.0796044754991101
9,0.06160161233364647
10,0.0
11,0.02722008177034496
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.06966891139706632
20,0.11381518322627215
21,0.20052071926919268
22,0.051354361372709434
23,1.2715613108894956
24,5.184833057664449
25,2.367902224517941
26,7.133826411195493
27,9.287785877384088
28,6.216585192414939
29,4.96259726049842
30,11.34918423446041
31,8.71872018340811
32,7.110865639248573
33,5.318200545028311
34,7.599929305422599
35,8.491471294446065
36,7.821035693313696
37,2.0095722652313555
38,5.756328986934719
39,5.630816703727419
40,3.920992174254053
41,15.342591444137518
42,4.174444474161568
43,6.124285482410528
44,7.0587449678979866
45,3.7458147558664763
46,3.3816589294122323
47,4.290376632431759
48,4.775081713437174
49,11.632527632259396
50,8.835780912789943
51,8.742704525521361
52,9.20962758461539
53,6.957516310795768
54,6.5512642850597445
55,7.158891146674584
56,9.118080074180789
57,8.407442249268271
58,11.68952906843812
59,2.485033457353083
60,3.7524787194783897
61,5.737630637439693
62,4.580141293589122
63,7.077309720773485
64,8.999677278584969
65,9.411450257882656
66,10.002278577423859
67,11.53560018975999
68,9.773699296652865
69,11.092157452787163
70,9.421714191591207
71,9.600108185691482
72,10.082833032622865
73,11.294552962348483
74,10.167579527971839
75,9.564683911396791
76,10.550639636083325
77,10.271508529006411
78,9.979643680300782
79,10.398359003374914
80,7.607844225499029
81,10.176528314377968
82,9.060391418162212
83,9.490731310566602
84,9.37700735963773
85,9.011019550336783
86,7.878676099082675
87,7.302883682146266
88,6.505634406026026
89,4.934024542872052
90,6.165270672722798
91,6.330691445427462
92,4.4356854575830695
93,4.77393806637302
94,5.6072841206274475
95,5.579513980021318
96,6.838670388082349
97,6.452812899164826
98,6.310977254199251
99,5.189973623494026
100,6.5200547739057555
101,6.517287683820136
102,5.583904750190868
103,7.104934778348699
104,6.391141639198281
105,6.716558614425949
106,5.216397544545622
107,6.335529577292505
108,4.826372227583441
109,6.5358675978279805
110,14.646749056171927
111,10.066210434552886
112,5.06811186295181
113,10.62503238357008
114,7.029988195059701
115,6.5088204374581835
116,6.706875291349824
117,6.305715993391296
118,7.680117038852984
119,6.074867071617454
120,5.69242628619439
121,5.137485784006884
122,4.689069489215392
123,5.8188863841396525
124,5.188741769503551
125,5.130979766774907
126,4.682278222125767
127,6.84343031863871
128,4.648241684424612
129,8.612155393317735
130,3.603996402148745
131,5.414690526530265
132,5.2535102248040815
133,4.8238281266714935
134,5.119118066788296
135,12.737542159155268
136,11.845579935990429
137,22.201863389681478
138,13.863367677717193
139,10.848879317690283
140,11.112018102565266
141,15.393701616099435
142,16.003966904967854
143,13.116486592328748
144,5.877924800240301
145,5.915226099593006
146,6.968813552051387
147,15.021865541326306
148,9.132161566587854
149,15.445504316946554
150,18.36118403180599
151,16.561503825397835
