epoch,accuracy
1,0.5006666666666667
2,0.49933333333333335
3,0.49933333333333335
4,0.49933333333333335
5,0.5006666666666667
6,0.49366666666666664
7,0.499
8,0.49966666666666665
9,0.5006666666666667
10,0.5006666666666667
11,0.5073333333333333
12,0.5026666666666667
13,0.512
14,0.49866666666666665
15,0.5023333333333333
16,0.49733333333333335
17,0.5056666666666667
18,0.506
19,0.5136666666666667
20,0.5203333333333333
21,0.501
22,0.5096666666666667
23,0.528
24,0.5543333333333333
25,0.508
26,0.548
27,0.49566666666666664
28,0.5756666666666667
29,0.5426666666666666
30,0.5923333333333334
31,0.5793333333333334
32,0.6036666666666667
33,0.5863333333333334
34,0.609
35,0.6093333333333333
36,0.6646666666666666
37,0.5006666666666667
38,0.5243333333333333
39,0.529
40,0.5416666666666666
41,0.5876666666666667
42,0.545
43,0.5473333333333333
44,0.58
45,0.5776666666666667
46,0.5906666666666667
47,0.6296666666666667
48,0.554
49,0.5903333333333334
50,0.5663333333333334
51,0.5583333333333333
52,0.5916666666666667
53,0.593
54,0.594
55,0.5853333333333334
56,0.579
57,0.5876666666666667
58,0.616
59,0.5203333333333333
60,0.6216666666666667
61,0.5423333333333333
62,0.527
63,0.5173333333333333
64,0.586
65,0.6986666666666667
66,0.508
67,0.5636666666666666
68,0.5373333333333333
69,0.5673333333333334
70,0.5363333333333333
71,0.5526666666666666
72,0.5563333333333333
73,0.5563333333333333
74,0.557
75,0.5496666666666666
76,0.5763333333333334
77,0.5713333333333334
78,0.5786666666666667
79,0.5813333333333334
80,0.5833333333333334
81,0.584
82,0.5643333333333334
83,0.573
84,0.584
85,0.6066666666666667
86,0.6043333333333333
87,0.582
88,0.6116666666666667
89,0.614
90,0.579
91,0.6096666666666667
92,0.6823333333333333
93,0.492
94,0.5596666666666666
95,0.594
96,0.5156666666666667
97,0.5606666666666666
98,0.531
99,0.564
100,0.6096666666666667
101,0.624
102,0.6243333333333333
103,0.49433333333333335
104,0.561
105,0.5896666666666667
106,0.5703333333333334
107,0.591
108,0.6383333333333333
109,0.65
110,0.7663333333333333
111,0.811
112,0.6126666666666667
113,0.589
114,0.5706666666666667
115,0.5206666666666667
116,0.5366666666666666
117,0.6426666666666667
118,0.6026666666666667
119,0.49966666666666665
120,0.529
121,0.5313333333333333
122,0.5926666666666667
123,0.6606666666666666
124,0.646
125,0.7136666666666667
126,0.606
127,0.738
128,0.67
129,0.8176666666666667
130,0.801
131,0.6216666666666667
132,0.5926666666666667
133,0.7603333333333333
134,0.8603333333333333
135,0.8833333333333333
136,0.8953333333333333
137,0.9773333333333334
138,0.6076666666666667
139,0.721
140,0.7193333333333334
141,0.809
142,0.7653333333333333
143,0.713
144,0.769
145,0.8366666666666667
146,0.688
147,0.8673333333333333
148,0.8666666666666667
149,0.9216666666666666
150,0.8243333333333334
151,0.8953333333333333
152,0.9293333333333333
153,0.9566666666666667
154,0.916
155,0.785
156,0.9366666666666666
157,0.9423333333333334
158,0.9526666666666667
159,0.9333333333333333
160,0.9796666666666667
161,0.941
162,0.947
163,0.9356666666666666
164,0.9686666666666667
165,0.8596666666666667
166,0.9576666666666667
167,0.9703333333333334
168,0.9726666666666667
169,0.9886666666666667
170,0.991
171,0.9876666666666667
172,1.0
173,0.9936666666666667
174,0.975
175,0.998
176,0.9926666666666667
177,0.9993333333333333
178,0.996
179,0.9603333333333334
180,0.986
181,0.9976666666666667
182,0.997
183,0.9943333333333333
184,1.0
185,1.0
186,0.999
187,1.0
188,1.0
189,0.999
190,0.9996666666666667
191,1.0
192,0.995
193,1.0
194,1.0
195,0.999
196,0.997
197,1.0
198,0.9956666666666667
199,0.952
200,0.7546666666666667
201,0.7193333333333334
202,0.7806666666666666
203,0.817
204,0.853
205,0.891
206,0.8866666666666667
207,0.9173333333333333
208,0.917
209,0.9863333333333333
210,0.5443333333333333
211,0.547
212,0.6626666666666666
213,0.6673333333333333
214,0.6173333333333333
215,0.596
216,0.6776666666666666
217,0.572
218,0.7313333333333333
219,0.8203333333333334
220,0.871
221,0.89
222,0.9206666666666666
223,0.9623333333333334
224,0.9333333333333333
225,0.939
226,0.9686666666666667
227,0.9666666666666667
228,0.9596666666666667
229,0.9536666666666667
230,0.966
231,0.9656666666666667
232,0.9876666666666667
233,0.9823333333333333
234,0.9876666666666667
235,0.9753333333333334
236,0.9873333333333333
237,0.9926666666666667
238,0.539
239,0.8616666666666667
240,0.9093333333333333
241,0.9343333333333333
242,0.9666666666666667
243,0.948
244,0.962
245,0.5843333333333334
246,0.7176666666666667
247,0.902
248,0.9266666666666666
249,0.9776666666666667
250,0.9793333333333333
251,0.986
252,0.9843333333333333
253,0.972
254,0.9583333333333334
255,0.854
256,0.965
257,0.9966666666666667
258,0.9863333333333333
259,0.7996666666666666
260,0.996
261,0.991
262,0.988
263,0.9926666666666667
264,0.996
265,0.997
266,0.9883333333333333
267,1.0
268,0.996
269,0.9986666666666667
270,0.9933333333333333
271,0.9976666666666667
272,1.0
273,0.9986666666666667
274,0.9976666666666667
275,0.9963333333333333
276,0.9966666666666667
277,0.999
278,0.996
279,1.0
280,0.9973333333333333
281,0.9986666666666667
282,0.9973333333333333
283,0.6933333333333334
284,0.9113333333333333
285,0.973
286,0.9843333333333333
287,0.996
288,0.9043333333333333
289,0.9883333333333333
290,0.987
291,0.993
292,0.9776666666666667
293,0.9776666666666667
294,0.9953333333333333
295,0.9943333333333333
296,0.5926666666666667
297,0.7943333333333333
298,0.8263333333333334
299,0.8573333333333333
300,0.845
